NroCheque,CodigoBanco,CodigoScurusal,NumeroCuentaOrigen,NumeroCuentaDestino,Valor,FechaOrigen,FechaPago,DNI,Estado,Tipo
TQWAGB5WPAK,52,238,OXKV66428509115378,ZGNL41532788194391,884.74,1652841426.744781,1658284626.744789,090-69-4934,aprobado,depositado
NGTUGBWLW32,52,238,OXKV66428509115378,KBOJ33885473716854,394.07,1652841426.744899,1657679826.744907,090-69-4934,rechazado,depositado
BZHLGBELF0B,52,238,OXKV66428509115378,FQEI42184169531301,321.19,1652236626.745017,1658889426.745025,090-69-4934,rechazado,emitido
KHUYGBUPB36,52,238,OXKV66428509115378,YTBY57539156072797,48.48,1651545426.745132,1658975826.745141,090-69-4934,aprobado,depositado
IPRJGBUCC9M,52,238,OXKV66428509115378,NYLN22560303022319,546.48,1650940626.745258,1658371026.745266,090-69-4934,rechazado,depositado
IWZIGBUVEMA,52,238,OXKV66428509115378,WGRP33991312170152,212.67,1652582226.745374,1657852626.745382,090-69-4934,pendiente,depositado
KGXSGBDWA1U,52,238,OXKV66428509115378,YIIT68161515576424,23.09,1652927826.745492,1658630226.7455,090-69-4934,pendiente,emitido
UPGUGBFLE9R,52,238,OXKV66428509115378,ZTBO80311795776823,679.52,1651545426.745609,1658975826.745617,090-69-4934,rechazado,emitido
VERGGB0KF5R,52,238,OXKV66428509115378,ZOMT49522630294366,519.81,1651891026.745724,1658716626.745732,090-69-4934,aprobado,depositado
PENNGBCF3CP,52,238,OXKV66428509115378,EBKF68355424109291,612.97,1652323026.746024,1658284626.746041,090-69-4934,rechazado,emitido
EQPOGBPZ7M6,52,238,OXKV66428509115378,FLKL17029975836276,209.98,1651804626.74622,1657334226.74623,090-69-4934,aprobado,depositado
MHJQGBVKAYK,52,238,OXKV66428509115378,LMKW28145313130084,72.9,1653619026.746346,1657420626.746356,090-69-4934,rechazado,depositado
HUIRGBFS9FR,52,238,OXKV66428509115378,YVWR61711605772143,498.19,1651631826.746465,1658543826.746474,090-69-4934,rechazado,depositado
APOXGBQY1LD,52,238,OXKV66428509115378,XNOR10869748394916,214.86,1651891026.746586,1658803026.746594,090-69-4934,aprobado,emitido
ZXHSGB1NSDC,52,238,OXKV66428509115378,EJAD71844048245200,450.41,1651027026.746735,1658284626.746744,090-69-4934,aprobado,emitido
WKLEGBQKMRQ,52,238,OXKV66428509115378,FLGA65946400427499,994.93,1653446226.746881,1657852626.746892,090-69-4934,aprobado,depositado
JPAZGBFTHRV,74,165,SCED49512493449430,EWUJ12885495673810,895.64,1653446226.747817,1657679826.747827,867-21-5726,rechazado,emitido
YGBUGBH3XZ7,74,165,SCED49512493449430,ZXGT29995381253799,846.38,1651459026.748116,1657247826.748132,867-21-5726,aprobado,depositado
SIYEGB4J6GL,74,165,SCED49512493449430,UVPP37511816271137,536.05,1651372626.748297,1658457426.748306,867-21-5726,rechazado,emitido
QFRSGBBWOQ1,74,165,SCED49512493449430,UMVY39603225219515,902.75,1650595026.748423,1658630226.748432,867-21-5726,aprobado,depositado
LQRUGBKMKQO,74,165,SCED49512493449430,EKSJ83746070578266,581.06,1653359826.748546,1657939026.748554,867-21-5726,aprobado,depositado
DGULGB47GNK,74,165,SCED49512493449430,NZUZ01514061898068,868.08,1652063826.748676,1658630226.748685,867-21-5726,pendiente,depositado
IYYTGBVQ0JX,74,165,SCED49512493449430,YFEH64846467285854,207.01,1650854226.748797,1657593426.748805,867-21-5726,aprobado,depositado
KLVCGB71CHZ,74,165,SCED49512493449430,KRQN53301609847771,338.3,1652582226.748917,1658889426.748925,867-21-5726,aprobado,emitido
XPRBGBDZ6RO,74,165,SCED49512493449430,WEIT53328604167617,36.55,1653014226.749043,1657852626.749053,867-21-5726,aprobado,emitido
GMHXGBA9WK7,74,165,JBIS16845107357852,VZON18825925603602,33.33,1651545426.749166,1658803026.749175,867-21-5726,rechazado,depositado
LGZSGBANAF8,74,165,JBIS16845107357852,VMYV33807596370747,417.9,1652841426.74935,1657939026.749359,867-21-5726,aprobado,emitido
XCNUGBF2HV5,74,165,JBIS16845107357852,SWFL32708929695921,579.43,1652323026.749478,1657334226.749487,867-21-5726,rechazado,emitido
SNWSGB3U3ZL,74,165,JBIS16845107357852,IJSP83294179525169,704.99,1650422226.749956,1658975826.749969,867-21-5726,pendiente,emitido
URVGGB7PKGG,74,165,JBIS16845107357852,QRBY15624529156862,117.57,1652841426.750095,1658111826.750104,867-21-5726,pendiente,emitido
QRAPGB9A0R2,74,165,JBIS16845107357852,IAIA86932849500569,773.19,1651286226.75028,1658111826.750289,867-21-5726,rechazado,emitido
XRHQGBT5MJ0,74,165,JBIS16845107357852,ZBAZ39728802583732,742.12,1651804626.750402,1657593426.750411,867-21-5726,rechazado,emitido
KLBRGBYOR2K,74,165,JBIS16845107357852,CVWL08174496944325,332.42,1650595026.750523,1658630226.750531,867-21-5726,aprobado,emitido
NJFHGBS7M33,74,165,JBIS16845107357852,IPZY73773364345147,861.29,1650681426.750642,1657247826.750651,867-21-5726,aprobado,emitido
ACACGBL5UAN,74,165,JBIS16845107357852,RFCX72737026928558,303.58,1653532626.750761,1657766226.750769,867-21-5726,aprobado,emitido
LDBOGBMDJHK,74,165,JBIS16845107357852,QVYG98639348090016,16.93,1652409426.751895,1658630226.751913,867-21-5726,aprobado,emitido
UIBEGBXQKEZ,58,289,ABIB90029409780480,ADXW62385319843911,638.32,1651631826.752841,1658975826.752848,323-46-1812,aprobado,depositado
XUGIGBT5B6Y,58,289,ABIB90029409780480,RMJN55061462460487,460.23,1652409426.752953,1658889426.752962,323-46-1812,rechazado,emitido
PFZGGBXHLCC,58,289,ABIB90029409780480,FLXL22425071661788,567.31,1653100626.753059,1658457426.753068,323-46-1812,pendiente,emitido
GIWDGBXFVKX,58,289,ABIB90029409780480,FAQA68265710713943,753.14,1653273426.753164,1658284626.753173,323-46-1812,aprobado,depositado
DYGBGB59FIE,58,289,ABIB90029409780480,BOFF52532431830581,740.76,1651113426.753281,1657766226.75329,323-46-1812,rechazado,emitido
HCFHGBXKW9O,58,289,ABIB90029409780480,WWYU58848096941777,221.39,1653100626.753403,1658111826.753411,323-46-1812,aprobado,emitido
IRWVGBMIDOF,58,289,ABIB90029409780480,KKEM14927196500419,541.18,1653446226.753521,1658371026.753529,323-46-1812,aprobado,depositado
RYTJGB9QLGY,58,289,ABIB90029409780480,CDYO45435411546044,441.1,1653014226.75364,1657247826.753648,323-46-1812,rechazado,depositado
NMLSGBD8IVU,58,289,ABIB90029409780480,NYUY24688505964403,170.23,1651977426.753759,1658889426.753767,323-46-1812,rechazado,depositado
RIJQGBTO8KI,58,289,ABIB90029409780480,ZLKC67306489853939,847.23,1652236626.753877,1658975826.753885,323-46-1812,pendiente,depositado
ZHNMGBH9KEV,58,289,RQCT11194268032786,WUZS03282089550219,996.44,1651977426.753996,1657852626.754004,323-46-1812,pendiente,emitido
PYBKGBGSZ1H,58,289,RQCT11194268032786,WZKF21195708949862,544.51,1653359826.754158,1657334226.754166,323-46-1812,pendiente,emitido
JBGSGB52PH7,58,289,RQCT11194268032786,QWKL68867971947606,395.78,1653100626.754312,1657420626.754327,323-46-1812,aprobado,emitido
EPGRGBPL633,58,289,RQCT11194268032786,FPQH08911803051367,11.31,1652236626.754436,1657247826.754444,323-46-1812,pendiente,depositado
ARDNGBBBDCW,58,289,RQCT11194268032786,RPFG01219316619614,526.31,1651804626.754556,1657334226.754565,323-46-1812,aprobado,emitido
XNISGBNX9S1,58,289,RQCT11194268032786,QVOG67483908688973,565.01,1653273426.754675,1658198226.754683,323-46-1812,aprobado,depositado
GJAHGBKLQ4N,58,289,RQCT11194268032786,MJTW24919597607197,985.92,1653359826.754792,1657420626.7548,323-46-1812,rechazado,depositado
HYTEGBEQAFJ,58,289,RQCT11194268032786,HUJS49584953267558,549.54,1653359826.754964,1658803026.754974,323-46-1812,pendiente,depositado
PWTFGBJZBO6,58,289,RQCT11194268032786,WWGM57424729115740,251.29,1651891026.755089,1658111826.755097,323-46-1812,pendiente,emitido
XCSLGBZIU07,58,289,RQCT11194268032786,KOXG68461376039449,354.67,1651545426.755226,1657420626.755235,323-46-1812,rechazado,depositado
REDJGBDFWKM,44,205,NWSY42455730442892,ZORL36563439346621,746.54,1653619026.756108,1657852626.756116,288-93-9186,rechazado,emitido
DJQQGBJY06U,44,205,NWSY42455730442892,ZMNL51949420285521,119.15,1651891026.757261,1658284626.757275,288-93-9186,rechazado,depositado
OJQJGBO5RYB,44,205,NWSY42455730442892,TTOE74694635031429,587.17,1653532626.757412,1658630226.757417,288-93-9186,pendiente,depositado
KROJGB4ETH5,44,205,NWSY42455730442892,MMQF07331693744938,483.3,1651804626.757495,1657247826.7575,288-93-9186,pendiente,emitido
BGDWGBLLC6R,44,205,RELS70384666467879,PNYX75667314953371,468.1,1650335826.757572,1657334226.757576,288-93-9186,pendiente,emitido
SZBEGBE3OWZ,44,205,RELS70384666467879,RXTT31526392484043,150.97,1652495826.757691,1657766226.757697,288-93-9186,rechazado,depositado
MVVZGBI5OF7,44,205,RELS70384666467879,QGRB96735900262721,788.3,1653187026.757767,1658111826.757771,288-93-9186,aprobado,depositado
NPMHGBXSK1O,44,205,RELS70384666467879,TVTA52553405988543,385.46,1653619026.757849,1658803026.757853,288-93-9186,rechazado,emitido
MLWZGBR09Y3,44,205,RELS70384666467879,XEGO56744358688585,680.0,1653014226.757924,1658198226.757929,288-93-9186,pendiente,depositado
AUSZGBMP7MW,44,205,RELS70384666467879,FIBV22676548873632,318.81,1653014226.757999,1658716626.758003,288-93-9186,rechazado,emitido
EGQOGBTC8BM,44,205,RELS70384666467879,HMDY15572559503031,502.95,1650767826.758072,1657766226.758077,288-93-9186,aprobado,emitido
PEYAGBOY3W3,44,205,RELS70384666467879,SMKP32709119990010,112.77,1652582226.758145,1658198226.75815,288-93-9186,pendiente,emitido
AVCFGBCKCIQ,44,205,RELS70384666467879,MIQM91528839089289,834.7,1652063826.758279,1658284626.758288,288-93-9186,pendiente,depositado
MXDLGBF1OKU,44,205,RELS70384666467879,IRNG24583441595803,845.79,1652150226.758389,1658111826.758397,288-93-9186,aprobado,depositado
ABWHGBRVZGS,44,205,RELS70384666467879,JVYV66580701362364,369.17,1651372626.758513,1657593426.758522,288-93-9186,pendiente,depositado
JBETGBSPDE8,44,205,RELS70384666467879,HZPK54449263432650,579.17,1652409426.758629,1657247826.758637,288-93-9186,rechazado,emitido
LLYEGBJ6U40,44,205,RELS70384666467879,LOUD22923500200991,215.35,1650508626.758746,1657852626.758754,288-93-9186,pendiente,depositado
JFLTGBI6N78,44,205,RELS70384666467879,MSXZ54183638343514,176.28,1652409426.758867,1658975826.758875,288-93-9186,pendiente,depositado
HIZZGB7JHPY,44,205,RELS70384666467879,GQZA31392253183652,926.08,1652755026.758983,1658284626.758991,288-93-9186,rechazado,emitido
JLRSGB0EDB4,44,205,RELS70384666467879,VWKU33563403385560,780.12,1651113426.759104,1658371026.759112,288-93-9186,pendiente,emitido
MKDBGBCD3RY,21,48,RIDF90356040014970,HCFN47534613721119,536.48,1650595026.759979,1658371026.759987,141-86-9217,rechazado,emitido
YWRFGB9K65N,21,48,RIDF90356040014970,LLLH71321324774584,285.17,1652323026.760291,1657679826.760308,141-86-9217,aprobado,emitido
VERNGBWT739,21,48,RIDF90356040014970,NJCG87347690776257,481.46,1651804626.760466,1657334226.760475,141-86-9217,rechazado,depositado
KRMOGBSGCBV,21,48,RIDF90356040014970,PITG12064936333769,111.62,1653100626.760584,1657852626.760592,141-86-9217,pendiente,emitido
BLKDGBT2ROV,21,48,RIDF90356040014970,WSVW40033149248429,897.8,1652841426.760706,1658284626.760715,141-86-9217,pendiente,depositado
YUKGGBDQI95,21,48,RIDF90356040014970,FTKW52579499544881,233.84,1651027026.760852,1657766226.760863,141-86-9217,aprobado,emitido
RDCUGB2QW6Y,21,48,RIDF90356040014970,KSBT24880946092013,411.91,1652063826.76099,1658975826.761,141-86-9217,aprobado,emitido
LUIJGB1VFHP,21,48,RIDF90356040014970,JVDU33246994862525,696.3,1650508626.761119,1658111826.761128,141-86-9217,rechazado,emitido
GWMFGBABQ04,21,48,RIDF90356040014970,TEJP71913622183799,604.72,1651113426.761269,1658543826.761278,141-86-9217,pendiente,emitido
HMAIGBYO07F,21,48,RIDF90356040014970,HHWR48925841579026,633.2,1651027026.761414,1658111826.761424,141-86-9217,aprobado,depositado
BOYGGBOFLRE,21,48,RIDF90356040014970,XOLY69095246724845,904.02,1652495826.76154,1658803026.76155,141-86-9217,aprobado,emitido
ZSDJGBE1I0W,21,48,RIDF90356040014970,OQEK41362685337848,46.74,1651804626.761666,1658630226.761675,141-86-9217,pendiente,emitido
BDAEGB6PK04,21,48,RIDF90356040014970,FQAZ79452993431351,324.3,1652582226.76179,1658975826.761799,141-86-9217,rechazado,emitido
QWDIGBSRZQE,21,48,RIDF90356040014970,ZSJF76211731280941,266.36,1652409426.761919,1657334226.761929,141-86-9217,pendiente,emitido
NZEYGBB6GBP,21,48,RIDF90356040014970,SDCP25432243312204,713.28,1650422226.762044,1657593426.762053,141-86-9217,rechazado,depositado
VENVGBB1M7L,21,48,RIDF90356040014970,RUJX20213385458794,10.21,1652841426.76217,1658803026.762178,141-86-9217,aprobado,emitido
SOAPGB6O9Q4,21,48,RQCA37528764220821,RBGV54932373461958,529.42,1653359826.762308,1658803026.762317,141-86-9217,pendiente,emitido
VUUDGBF2N15,21,48,RQCA37528764220821,MZLE09232822852340,431.02,1652755026.762479,1657939026.762488,141-86-9217,pendiente,emitido
CTSIGB4ZQRT,21,48,RQCA37528764220821,FKKO04667866469039,499.57,1652323026.76261,1657939026.762619,141-86-9217,aprobado,emitido
LOHHGBHF2NM,21,48,RQCA37528764220821,NHCQ91006325434066,729.28,1651804626.762735,1657852626.762744,141-86-9217,rechazado,depositado
TNNWGB3YE69,75,55,VQCH31314407487636,SZTC12940535259148,695.16,1651977426.763638,1658543826.763646,687-50-4437,pendiente,depositado
OXFTGBM4RH1,75,55,VQCH31314407487636,FYPT61889496339846,523.0,1652323026.76375,1658716626.763757,687-50-4437,rechazado,emitido
AWDQGB232XJ,75,55,VQCH31314407487636,FFAR22110333751532,922.11,1652323026.763855,1657679826.763863,687-50-4437,pendiente,depositado
JQIMGB4BY26,75,55,VQCH31314407487636,XUON30757066922027,863.0,1651027026.763961,1658630226.763969,687-50-4437,pendiente,emitido
QGANGBC55XB,75,55,VQCH31314407487636,EPNR17774941788268,258.49,1652236626.764069,1657420626.764077,687-50-4437,aprobado,emitido
PHQDGBX89PH,75,55,VQCH31314407487636,CCJX58550299914282,556.78,1653705426.764184,1657939026.764202,687-50-4437,rechazado,emitido
WNLCGBXV1Z3,75,55,VQCH31314407487636,NPIG43742109731124,72.74,1651718226.764326,1657766226.764334,687-50-4437,pendiente,emitido
ZIADGB916GA,75,55,VQCH31314407487636,YQXA24206000678859,989.88,1653532626.764444,1658284626.764452,687-50-4437,aprobado,depositado
KTLIGBJVHK4,75,55,VQCH31314407487636,JJLQ21927514678858,582.64,1652409426.76456,1657679826.764568,687-50-4437,rechazado,emitido
JKLWGBMLTEA,75,55,VQCH31314407487636,LVNP29196254453292,745.88,1653187026.764679,1657679826.764687,687-50-4437,pendiente,depositado
PGSJGB5X9G4,75,55,VQCH31314407487636,SZPB16749913142727,79.38,1652841426.764797,1657593426.764806,687-50-4437,rechazado,depositado
SFAMGBA58SE,75,55,VQCH31314407487636,PDYK50682982923649,832.56,1653446226.764936,1657679826.764945,687-50-4437,aprobado,depositado
YBIEGB0JA1P,75,55,VQCH31314407487636,XIFH30864453868916,579.02,1651027026.765059,1657247826.765067,687-50-4437,rechazado,emitido
JKBQGBNL6LC,75,55,VQCH31314407487636,IHBX66618370709019,141.49,1651459026.765181,1657247826.7652,687-50-4437,rechazado,emitido
GWCLGBYJ2SB,75,55,VQCH31314407487636,ECIY28418860925966,630.52,1652927826.765312,1658716626.76532,687-50-4437,rechazado,depositado
JWXYGBWIXMY,75,55,VQCH31314407487636,EYJG64263094337729,756.28,1650854226.765431,1658716626.765439,687-50-4437,aprobado,emitido
YCNDGBYH9LI,75,55,VQCH31314407487636,THUR74993393776245,590.23,1651631826.76555,1657334226.765558,687-50-4437,rechazado,depositado
EQNFGBX1YWN,75,55,VQCH31314407487636,XWQQ71999124614798,527.66,1650335826.765667,1657593426.765675,687-50-4437,pendiente,depositado
PFHAGBLR7IP,75,55,VQCH31314407487636,JKDW51985255667013,525.89,1652841426.765785,1657939026.765793,687-50-4437,aprobado,depositado
KLYRGBQSJJ7,75,55,RPDQ82700714367518,GDXQ04750445436887,928.05,1651199826.7659,1657852626.765908,687-50-4437,aprobado,depositado
JTUIGB5X6K5,73,142,FUGP57639337913183,KDPA50236136493649,413.57,1653100626.766798,1658111826.766805,453-99-0158,pendiente,emitido
PIBUGBF10LX,73,142,FUGP57639337913183,IQGY33576121108051,771.42,1651631826.766907,1657334226.766915,453-99-0158,rechazado,depositado
XNIIGBR7ADB,73,142,FUGP57639337913183,VQNG96129672418121,967.1,1651891026.767009,1657334226.767017,453-99-0158,aprobado,depositado
ICWFGBLLWUU,73,142,CBAO86486740176054,EOLU94144570732606,150.15,1652409426.767113,1657939026.767121,453-99-0158,pendiente,emitido
UQXZGB60VPT,73,142,JXHB35729547654791,TVXB06916852322159,607.06,1652668626.767274,1657679826.767283,453-99-0158,pendiente,emitido
YXDTGBGOATI,73,142,JXHB35729547654791,EHLP73265931475214,703.68,1651113426.767439,1657334226.767447,453-99-0158,pendiente,emitido
NLDXGBDZKRD,73,142,JXHB35729547654791,OFSH87861727071221,660.47,1653273426.767555,1658543826.767564,453-99-0158,pendiente,emitido
FSZWGBZTPUE,73,142,JXHB35729547654791,URED61588156662357,718.76,1650681426.767674,1657939026.767682,453-99-0158,aprobado,depositado
XRYGGBCCBGZ,73,142,FGZU97816803566364,WPLF08554454130739,594.86,1651631826.767798,1658889426.767807,453-99-0158,pendiente,emitido
OUQPGB53C23,73,142,FGZU97816803566364,ABDX61455585905432,878.02,1653014226.767959,1657507026.767967,453-99-0158,aprobado,depositado
NSGQGBYZYRD,73,142,FGZU97816803566364,EAVQ68689822712102,739.62,1652323026.768077,1658457426.768085,453-99-0158,aprobado,emitido
ISCKGB6BR1I,73,142,FGZU97816803566364,CAQN98678809213364,293.31,1652323026.768208,1657939026.768218,453-99-0158,pendiente,depositado
GSIOGB10S66,73,142,FGZU97816803566364,QGEM69625354774953,506.66,1652150226.768334,1657334226.768343,453-99-0158,pendiente,emitido
PLXRGBNVFB5,73,142,PYYW59325007173615,NZOC68061572831982,294.75,1652495826.768452,1658371026.76846,453-99-0158,aprobado,depositado
DEBQGB5TQKI,73,142,PYYW59325007173615,LTGB92707271412295,748.54,1653187026.768613,1657852626.768621,453-99-0158,aprobado,emitido
JBSWGBUYQ9K,73,142,PYYW59325007173615,YPQU99796778232509,589.39,1653014226.768728,1658630226.768737,453-99-0158,pendiente,depositado
RWDVGBLF69Z,73,142,PYYW59325007173615,FNLF54218895774175,304.24,1652495826.768848,1657420626.768856,453-99-0158,pendiente,emitido
KPTEGB4OCSD,73,142,PYYW59325007173615,RQRX89964086969739,275.61,1650767826.768963,1657679826.768971,453-99-0158,rechazado,emitido
AUQYGBWHOE7,73,142,PYYW59325007173615,LDZA21376288009373,122.48,1651718226.769079,1657679826.769087,453-99-0158,rechazado,emitido
RNMMGBVOB0U,73,142,PYYW59325007173615,BZSR02010352570494,784.51,1651459026.769216,1658284626.769225,453-99-0158,rechazado,emitido
FTWQGBND4WY,49,31,LIVS41910989518687,TAWI83207136957691,759.96,1650595026.770061,1658543826.770068,146-26-3994,rechazado,depositado
UIKCGB08OI3,49,31,LIVS41910989518687,LCLH89066698259386,818.86,1651718226.770164,1658111826.770171,146-26-3994,aprobado,emitido
WTCCGB4XQZ6,49,31,LIVS41910989518687,YYPN73260659823514,841.24,1653359826.77028,1658111826.770288,146-26-3994,rechazado,depositado
PFMOGBIZ3OS,49,31,LIVS41910989518687,NCUJ09360876590838,533.19,1653359826.770388,1657507026.770397,146-26-3994,aprobado,emitido
ZDWYGBW9K6Z,49,31,LIVS41910989518687,IUFO74349033748370,394.46,1651718226.770494,1658371026.770502,146-26-3994,rechazado,depositado
KHJUGB7JCA6,49,31,LIVS41910989518687,PEXV03615798594472,346.29,1651286226.770606,1658198226.770614,146-26-3994,pendiente,depositado
KFZEGBFWCSA,49,31,LIVS41910989518687,WWIA24957999256848,440.05,1651891026.770722,1657593426.77073,146-26-3994,pendiente,depositado
NULRGB9DA9U,49,31,MRNI44291055548732,OIAF05607416294815,829.78,1653014226.770842,1657679826.77085,146-26-3994,pendiente,depositado
BXAIGBDG9IM,49,31,MRNI44291055548732,TPDV18652870855912,565.45,1653705426.771,1657247826.771008,146-26-3994,aprobado,depositado
PZXGGB00B83,49,31,MRNI44291055548732,AAAK58382778590874,626.87,1652841426.771118,1658975826.771126,146-26-3994,pendiente,emitido
QTDHGB0RVM6,49,31,MRNI44291055548732,TNXO07088782164612,523.85,1650422226.772383,1658371026.7724,146-26-3994,rechazado,depositado
UGJIGBQ9277,49,31,MRNI44291055548732,FUSG48241594858469,932.04,1650422226.772569,1658716626.772578,146-26-3994,pendiente,emitido
LWJXGBL8G9H,49,31,MRNI44291055548732,QIDD08842482559271,268.09,1652150226.772694,1658371026.772702,146-26-3994,pendiente,emitido
NKIYGB140UB,49,31,MRNI44291055548732,EQHT31866562968609,536.39,1652582226.773013,1657420626.773028,146-26-3994,aprobado,emitido
YLPYGBSXZV3,49,31,MRNI44291055548732,XGTB54579081268356,429.23,1653014226.77316,1658457426.773168,146-26-3994,aprobado,depositado
QFKCGBXJVH2,49,31,MRNI44291055548732,IZSX56068479373050,641.47,1653705426.773302,1658198226.773311,146-26-3994,aprobado,emitido
UIVGGBSG8ES,49,31,MRNI44291055548732,VGNS52100658562499,377.88,1650767826.77342,1658975826.77343,146-26-3994,rechazado,depositado
